Post code,Post office name,Branch,Post office level,Status,Pickup Branch,Commune EN,Branch Code,Category,Search Text
CHHA021,Lungveaek,CHH - Kampong Chhnang,Agent,In effect,CHHA021,Lungveaek,CHH,Agent,CHHA021 | Lungveaek | Lungveaek | 0889988927 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA022,B'er,CHH - Kampong Chhnang,Agent,In effect,CHHA022,B'er,CHH,Agent,CHHA022 | B'er | B'er | 0314892168 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA023,Rolea Bier,CHH - Kampong Chhnang,Agent,In effect,CHHA023,Rolea Bier,CHH,Agent,CHHA023 | Rolea Bier | Rolea Bier | 0976688782 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA024,Phsar Trach,CHH - Kampong Chhnang,Agent,In effect,CHHA024,Phsar Trach,CHH,Agent,CHHA024 | Phsar Trach | Phsar Trach | 0974446307 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHP001,Kampong Chhnang,CHH - Kampong Chhnang,Post Office,In effect,CHHP001,Kampong Chhnang,CHH,Post Office,CHHP001 | Kampong Chhnang | Kampong Chhnang | 0978887079 | CHH | Kampong Chhnang | Kampong Chhnang | Post Office
CHHS001,Kampong Chhnang,CHH - Kampong Chhnang,Showroom,In effect,CHHS001,Kampong Chhnang,CHH,Showroom,CHHS001 | Kampong Chhnang | Kampong Chhnang | 0882464009 | CHH | Kampong Chhnang | Kampong Chhnang | Showroom
CHHS002,Peani,CHH - Kampong Chhnang,Showroom,In effect,CHHS002,Peani,CHH,Showroom,CHHS002 | Peani | Peani | CHH | Kampong Chhnang | Kampong Chhnang | Showroom
OU RUESSEI 02,Ou Ruessei 02,CHH - Kampong Chhnang,Agent,Out of effect,OU RUESSEI 02,Ou Ruessei 02,CHH,Agent,OU RUESSEI 02 | Ou Ruessei 02 | Ou Ruessei 02 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
KAMTEST01,Ankor Chey,CNCNTT - Công nghệ thông tin,Post Office,Out of effect,KAMTEST01,Ankor Chey,CNCNTT,Post Office,KAMTEST01 | Ankor Chey | Ankor Chey | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Post Office
THUBPNP,Training Hub - PNP,CNCNTT - Công nghệ thông tin,Warehouse / Hub,In effect,THUBPNP,Training Hub - PNP,CNCNTT,Warehouse / Hub,THUBPNP | Training Hub - PNP | Training Hub - PNP | 0715222126 | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Warehouse / Hub
TRAINING01,MF Training 01 - PNP,CNCNTT - Công nghệ thông tin,Post Office,In effect,TRAINING01,MF Training 01 - PNP,CNCNTT,Post Office,TRAINING01 | MF Training 01 - PNP | MF Training 01 - PNP | 0715222123 | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Post Office
TRAINING02,MF Training 02 - BAT,CNCNTT - Công nghệ thông tin,Post Office,In effect,TRAINING02,MF Training 02 - BAT,CNCNTT,Post Office,TRAINING02 | MF Training 02 - BAT | MF Training 02 - BAT | 0715222122 | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Post Office
TRAINING03,MF Training 03 - PNP,CNCNTT - Công nghệ thông tin,Post Office,In effect,TRAINING03,MF Training 03 - PNP,CNCNTT,Post Office,TRAINING03 | MF Training 03 - PNP | MF Training 03 - PNP | 0715222125 | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Post Office
GLOBAL1,Test PNP,GLOBAL-TEST - Hành trình TTTest,Warehouse / Hub,In effect,GLOBAL1,Test PNP,GLOBAL-TEST,Warehouse / Hub,GLOBAL1 | Test PNP | Test PNP | 085622555 | GLOBAL-TEST | Hành trình TTTest | Hành trình TTTest | Warehouse / Hub
DVCZ3,Vehicle Team Z3,KAM - Kampot,Post Office,In effect,DVCZ3,Vehicle Team Z3,KAM,Post Office,DVCZ3 | Vehicle Team Z3 | Vehicle Team Z3 | KAM | Kampot | Kampot | Post Office
KAMA001,Banteay Meas Khang Kaeut,KAM - Kampot,Agent,In effect,KAMA001,Banteay Meas Khang Kaeut,KAM,Agent,KAMA001 | Banteay Meas Khang Kaeut | Banteay Meas Khang Kaeut | 0712030403 | KAM | Kampot | Kampot | Agent
KAMA002,Tnoat Chong Srang,KAM - Kampot,Agent,In effect,KAMA002,Tnoat Chong Srang,KAM,Agent,KAMA002 | Tnoat Chong Srang | Tnoat Chong Srang | 0885966105 | KAM | Kampot | Kampot | Agent
KAMA003,Preaek Kroes,KAM - Kampot,Agent,In effect,KAMA003,Preaek Kroes,KAM,Agent,KAMA003 | Preaek Kroes | Preaek Kroes | 0974442111 | KAM | Kampot | Kampot | Agent
KAMA005,Chhuk 01,KAM - Kampot,Agent,In effect,KAMA005,Chhuk 01,KAM,Agent,KAMA005 | Chhuk 01 | Chhuk 01 | 060925556 | KAM | Kampot | Kampot | Agent
KAMA006,KEP,KAM - Kampot,Agent,In effect,KAMA006,KEP,KAM,Agent,KAMA006 | KEP | KEP | 067872737 | KAM | Kampot | Kampot | Agent
KAMA007,Phnum Kong,KAM - Kampot,Agent,In effect,KAMA007,Phnum Kong,KAM,Agent,KAMA007 | Phnum Kong | Phnum Kong | 090855599 | KAM | Kampot | Kampot | Agent
KAMA008,Lbaeuk,KAM - Kampot,Agent,In effect,KAMA008,Lbaeuk,KAM,Agent,KAMA008 | Lbaeuk | Lbaeuk | 0979907211 | KAM | Kampot | Kampot | Agent
KAMA009,Dang Tung 01,KAM - Kampot,Agent,In effect,KAMA009,Dang Tung 01,KAM,Agent,KAMA009 | Dang Tung 01 | Dang Tung 01 | 0719709797 | KAM | Kampot | Kampot | Agent
KAMA010,Koun Sat,KAM - Kampot,Agent,In effect,KAMA010,Koun Sat,KAM,Agent,KAMA010 | Koun Sat | Koun Sat | 0973398687 | KAM | Kampot | Kampot | Agent
KAMA011,Chhuk 02,KAM - Kampot,Agent,In effect,KAMA011,Chhuk 02,KAM,Agent,KAMA011 | Chhuk 02 | Chhuk 02 | 0888884413 | KAM | Kampot | Kampot | Agent
KAMA012,Kaoh Touch,KAM - Kampot,Agent,In effect,KAMA012,Kaoh Touch,KAM,Agent,KAMA012 | Kaoh Touch | Kaoh Touch | 0977336660 | KAM | Kampot | Kampot | Agent
KAMA013,Trapeang Reang,KAM - Kampot,Agent,In effect,KAMA013,Trapeang Reang,KAM,Agent,KAMA013 | Trapeang Reang | Trapeang Reang | 0718084499 | KAM | Kampot | Kampot | Agent
KAMA014,Dang Tung 02,KAM - Kampot,Agent,In effect,KAMA014,Dang Tung 02,KAM,Agent,KAMA014 | Dang Tung 02 | Dang Tung 02 | 066647864 | KAM | Kampot | Kampot | Agent
KAMA015,Preaek Tnaot 01,KAM - Kampot,Agent,In effect,KAMA015,Preaek Tnaot 01,KAM,Agent,KAMA015 | Preaek Tnaot 01 | Preaek Tnaot 01 | 0978107007 | KAM | Kampot | Kampot | Agent
KAMA016,Prey Thnang,KAM - Kampot,Agent,In effect,KAMA016,Prey Thnang,KAM,Agent,KAMA016 | Prey Thnang | Prey Thnang | 0883230032 | KAM | Kampot | Kampot | Agent
KAMA017,Trapeang Sangkae,KAM - Kampot,Agent,In effect,KAMA017,Trapeang Sangkae,KAM,Agent,KAMA017 | Trapeang Sangkae | Trapeang Sangkae | 066365170 | KAM | Kampot | Kampot | Agent
KAMA018,Kampong Kandal,KAM - Kampot,Agent,In effect,KAMA018,Kampong Kandal,KAM,Agent,KAMA018 | Kampong Kandal | Kampong Kandal | 0715506622 | KAM | Kampot | Kampot | Agent
KAMA019,Ruessei Srok Khang Lech 01,KAM - Kampot,Agent,In effect,KAMA019,Ruessei Srok Khang Lech 01,KAM,Agent,KAMA019 | Ruessei Srok Khang Lech 01 | Ruessei Srok Khang Lech 01 | 0974815105 | KAM | Kampot | Kampot | Agent
KAMA020,Kampong Trach Khang Kaeut,KAM - Kampot,Agent,In effect,KAMA020,Kampong Trach Khang Kaeut,KAM,Agent,KAMA020 | Kampong Trach Khang Kaeut | Kampong Trach Khang Kaeut | 0976993636 | KAM | Kampot | Kampot | Agent
KAMA021,Trapeang Sala Khang Kaeut,KAM - Kampot,Agent,In effect,KAMA021,Trapeang Sala Khang Kaeut,KAM,Agent,KAMA021 | Trapeang Sala Khang Kaeut | Trapeang Sala Khang Kaeut | 068470026 | KAM | Kampot | Kampot | Agent
KAMA022,Praphnum,KAM - Kampot,Agent,In effect,KAMA022,Praphnum,KAM,Agent,KAMA022 | Praphnum | Praphnum | 0977833168 | KAM | Kampot | Kampot | Agent
KAMA023,Ruessei Srok Khang Lech 02,KAM - Kampot,Agent,In effect,KAMA023,Ruessei Srok Khang Lech 02,KAM,Agent,KAMA023 | Ruessei Srok Khang Lech 02 | Ruessei Srok Khang Lech 02 | 0886242006 | KAM | Kampot | Kampot | Agent
KAMA024,Ang Sophi,KAM - Kampot,Agent,In effect,KAMA024,Ang Sophi,KAM,Agent,KAMA024 | Ang Sophi | Ang Sophi | 0714236423 | KAM | Kampot | Kampot | Agent
KAMA025,Damnak Kantuot Khang Cheung,KAM - Kampot,Agent,In effect,KAMA025,Damnak Kantuot Khang Cheung,KAM,Agent,KAMA025 | Damnak Kantuot Khang Cheung | Damnak Kantuot Khang Cheung | 0883872671 | KAM | Kampot | Kampot | Agent
KAMA026,L ang,KAM - Kampot,Agent,In effect,KAMA026,L ang,KAM,Agent,KAMA026 | L ang | L ang | 0884042326 | KAM | Kampot | Kampot | Agent
KAMA027,Tuk Meas Khang Lech,KAM - Kampot,Agent,In effect,KAMA027,Tuk Meas Khang Lech,KAM,Agent,KAMA027 | Tuk Meas Khang Lech | Tuk Meas Khang Lech | 0886272862 | KAM | Kampot | Kampot | Agent
KAMA028,Preaek Tnaot 02,KAM - Kampot,Agent,In effect,KAMA028,Preaek Tnaot 02,KAM,Agent,KAMA028 | Preaek Tnaot 02 | Preaek Tnaot 02 | 0884811108 | KAM | Kampot | Kampot | Agent
KAMA029,Dambouk Khpuos,KAM - Kampot,Agent,In effect,KAMA029,Dambouk Khpuos,KAM,Agent,KAMA029 | Dambouk Khpuos | Dambouk Khpuos | 0885217220 | KAM | Kampot | Kampot | Agent
KAMA030,Dong Tong,KAM - Kampot,Agent,In effect,KAMA030,Dong Tong,KAM,Agent,KAMA030 | Dong Tong | Dong Tong | 068539366 | KAM | Kampot | Kampot | Agent
KAMA031,KampongTrach,KAM - Kampot,Agent,In effect,KAMA031,KampongTrach,KAM,Agent,KAMA031 | KampongTrach | KampongTrach | 067740007 | KAM | Kampot | Kampot | Agent
KAMP001,Kampot,KAM - Kampot,Post Office,In effect,KAMP001,Kampot,KAM,Post Office,KAMP001 | Kampot | Kampot | 0979758982 | KAM | Kampot | Kampot | Post Office
KAMS001,Krang Ampil,KAM - Kampot,Showroom,In effect,KAMS001,Krang Ampil,KAM,Showroom,KAMS001 | Krang Ampil | Krang Ampil | 0972141011 | KAM | Kampot | Kampot | Showroom
KAMS002,Tuk Meas Khang Lech,KAM - Kampot,Showroom,In effect,KAMS002,Tuk Meas Khang Lech,KAM,Showroom,KAMS002 | Tuk Meas Khang Lech | Tuk Meas Khang Lech | 0888808908 | KAM | Kampot | Kampot | Showroom
KAMS003,Satv Pong,KAM - Kampot,Showroom,In effect,KAMS003,Satv Pong,KAM,Showroom,KAMS003 | Satv Pong | Satv Pong | 0976095490 | KAM | Kampot | Kampot | Showroom
SPEA006,Chhuk,KAM - Kampot,Agent,In effect,SPEA006,Chhuk,KAM,Agent,SPEA006 | Chhuk | Chhuk | 0888269777 | KAM | Kampot | Kampot | Agent
KANA001,Preaek Chrey,KAN - Kandal,Agent,In effect,KANA001,Preaek Chrey,KAN,Agent,KANA001 | Preaek Chrey | Preaek Chrey | 0885014445 | KAN | Kandal | Kandal | Agent
KANA002,Sampov Pun 01,KAN - Kandal,Agent,In effect,KANA002,Sampov Pun 01,KAN,Agent,KANA002 | Sampov Pun 01 | Sampov Pun 01 | 0975299991 | KAN | Kandal | Kandal | Agent
KANA003,Pou Ban 01,KAN - Kandal,Agent,In effect,KANA003,Pou Ban 01,KAN,Agent,KANA003 | Pou Ban 01 | Pou Ban 01 | 0975443338 | KAN | Kandal | Kandal | Agent
KANA004,Settak bou,KAN - Kandal,Agent,In effect,KANA004,Settak bou,KAN,Agent,KANA004 | Settak bou | Settak bou | 0315055568 | KAN | Kandal | Kandal | Agent
KANA005,Svay Rolum,KAN - Kandal,Agent,In effect,KANA005,Svay Rolum,KAN,Agent,KANA005 | Svay Rolum | Svay Rolum | 066666603 | KAN | Kandal | Kandal | Agent
KANA006,Krang Youv,KAN - Kandal,Agent,In effect,KANA006,Krang Youv,KAN,Agent,KANA006 | Krang Youv | Krang Youv | 090833458 | KAN | Kandal | Kandal | Agent
KANA007,Khpob,KAN - Kandal,Agent,In effect,KANA007,Khpob,KAN,Agent,KANA007 | Khpob | Khpob | 0977507013 | KAN | Kandal | Kandal | Agent
KANA008,Khpob Ateav,KAN - Kandal,Agent,In effect,KANA008,Khpob Ateav,KAN,Agent,KANA008 | Khpob Ateav | Khpob Ateav | 068686963 | KAN | Kandal | Kandal | Agent
KANA009,Kokir Thum,KAN - Kandal,Agent,In effect,KANA009,Kokir Thum,KAN,Agent,KANA009 | Kokir Thum | Kokir Thum | 0884446153 | KAN | Kandal | Kandal | Agent
KANA010,Samraong Thum,KAN - Kandal,Agent,In effect,KANA010,Samraong Thum,KAN,Agent,KANA010 | Samraong Thum | Samraong Thum | 0977300096 | KAN | Kandal | Kandal | Agent
KANA011,Cheung Kaeub,KAN - Kandal,Agent,In effect,KANA011,Cheung Kaeub,KAN,Agent,KANA011 | Cheung Kaeub | Cheung Kaeub | 068220872 | KAN | Kandal | Kandal | Agent
KANA012,Dei Ed,KAN - Kandal,Agent,In effect,KANA012,Dei Ed,KAN,Agent,KANA012 | Dei Ed | Dei Ed | 0316843333 | KAN | Kandal | Kandal | Agent
KANA013,Chheu Teal 01,KAN - Kandal,Agent,In effect,KANA013,Chheu Teal 01,KAN,Agent,KANA013 | Chheu Teal 01 | Chheu Teal 01 | 0889779949 | KAN | Kandal | Kandal | Agent
KANA014,Chheu Teal 02,KAN - Kandal,Agent,In effect,KANA014,Chheu Teal 02,KAN,Agent,KANA014 | Chheu Teal 02 | Chheu Teal 02 | 0884879666 | KAN | Kandal | Kandal | Agent
KANA017,Preaek Anhchanh,KAN - Kandal,Agent,In effect,KANA017,Preaek Anhchanh,KAN,Agent,KANA017 | Preaek Anhchanh | Preaek Anhchanh | 0974680111 | KAN | Kandal | Kandal | Agent
KANA018,Roka Kaong Ti Muoy,KAN - Kandal,Agent,In effect,KANA018,Roka Kaong Ti Muoy,KAN,Agent,KANA018 | Roka Kaong Ti Muoy | Roka Kaong Ti Muoy | 0719695959 | KAN | Kandal | Kandal | Agent
KANA019,Kampong Luong,KAN - Kandal,Agent,In effect,KANA019,Kampong Luong,KAN,Agent,KANA019 | Kampong Luong | Kampong Luong | 0314000044 | KAN | Kandal | Kandal | Agent
KANA020,Preaek Koy,KAN - Kandal,Agent,In effect,KANA020,Preaek Koy,KAN,Agent,KANA020 | Preaek Koy | Preaek Koy | 099903002 | KAN | Kandal | Kandal | Agent
KANA021,Preaek Hour 01,KAN - Kandal,Agent,In effect,KANA021,Preaek Hour 01,KAN,Agent,KANA021 | Preaek Hour 01 | Preaek Hour 01 | KAN | Kandal | Kandal | Agent
KANA022,Cheung Kaeub,KAN - Kandal,Agent,In effect,KANA022,Cheung Kaeub,KAN,Agent,KANA022 | Cheung Kaeub | Cheung Kaeub | 0885777469 | KAN | Kandal | Kandal | Agent
KANA023,Preaek Hour 02,KAN - Kandal,Agent,In effect,KANA023,Preaek Hour 02,KAN,Agent,KANA023 | Preaek Hour 02 | Preaek Hour 02 | 0716667378 | KAN | Kandal | Kandal | Agent
KANA024,Daeum Rues,KAN - Kandal,Agent,In effect,KANA024,Daeum Rues,KAN,Agent,KANA024 | Daeum Rues | Daeum Rues | 066441450 | KAN | Kandal | Kandal | Agent
KANA026,Traeuy Sla,KAN - Kandal,Agent,In effect,KANA026,Traeuy Sla,KAN,Agent,KANA026 | Traeuy Sla | Traeuy Sla | 0975529539 | KAN | Kandal | Kandal | Agent
KANA027,Preaek Ruessei,KAN - Kandal,Agent,In effect,KANA027,Preaek Ruessei,KAN,Agent,KANA027 | Preaek Ruessei | Preaek Ruessei | 0712032211 | KAN | Kandal | Kandal | Agent
KANA028,Siem Reab,KAN - Kandal,Agent,In effect,KANA028,Siem Reab,KAN,Agent,KANA028 | Siem Reab | Siem Reab | 0312481818 | KAN | Kandal | Kandal | Agent
KANA029,Kampong Samnanh,KAN - Kandal,Agent,In effect,KANA029,Kampong Samnanh,KAN,Agent,KANA029 | Kampong Samnanh | Kampong Samnanh | 060587879 | KAN | Kandal | Kandal | Agent
KANA031,Preaek Ta Meak,KAN - Kandal,Agent,In effect,KANA031,Preaek Ta Meak,KAN,Agent,KANA031 | Preaek Ta Meak | Preaek Ta Meak | 0975428202 | KAN | Kandal | Kandal | Agent
KANA033,Preaek Rey,KAN - Kandal,Agent,In effect,KANA033,Preaek Rey,KAN,Agent,KANA033 | Preaek Rey | Preaek Rey | 0716404444 | KAN | Kandal | Kandal | Agent
KANA034,Roka Khpuos,KAN - Kandal,Agent,In effect,KANA034,Roka Khpuos,KAN,Agent,KANA034 | Roka Khpuos | Roka Khpuos | 066988835 | KAN | Kandal | Kandal | Agent
KANA036,Sambuor Meas,KAN - Kandal,Agent,In effect,KANA036,Sambuor Meas,KAN,Agent,KANA036 | Sambuor Meas | Sambuor Meas | 0886896222 | KAN | Kandal | Kandal | Agent
KANA037,Sambuor,KAN - Kandal,Agent,In effect,KANA037,Sambuor,KAN,Agent,KANA037 | Sambuor | Sambuor | 0978760303 | KAN | Kandal | Kandal | Agent
KANA038,Preaek Ruessei,KAN - Kandal,Agent,In effect,KANA038,Preaek Ruessei,KAN,Agent,KANA038 | Preaek Ruessei | Preaek Ruessei | 068282262 | KAN | Kandal | Kandal | Agent
KANA039,Chheu Khmau,KAN - Kandal,Agent,In effect,KANA039,Chheu Khmau,KAN,Agent,KANA039 | Chheu Khmau | Chheu Khmau | 068688885 | KAN | Kandal | Kandal | Agent
KANA040,Sampov Pun 02,KAN - Kandal,Agent,In effect,KANA040,Sampov Pun 02,KAN,Agent,KANA040 | Sampov Pun 02 | Sampov Pun 02 | 0885852222 | KAN | Kandal | Kandal | Agent
KANA041,Leuk Daek,KAN - Kandal,Agent,In effect,KANA041,Leuk Daek,KAN,Agent,KANA041 | Leuk Daek | Leuk Daek | 0887000585 | KAN | Kandal | Kandal | Agent
KANA042,Pou Ban 02,KAN - Kandal,Agent,In effect,KANA042,Pou Ban 02,KAN,Agent,KANA042 | Pou Ban 02 | Pou Ban 02 | 066350114 | KAN | Kandal | Kandal | Agent
KANA043,Puk Ruessei,KAN - Kandal,Agent,In effect,KANA043,Puk Ruessei,KAN,Agent,KANA043 | Puk Ruessei | Puk Ruessei | 0978333874 | KAN | Kandal | Kandal | Agent
KANA044,Svay Romiet 01,KAN - Kandal,Agent,In effect,KANA044,Svay Romiet 01,KAN,Agent,KANA044 | Svay Romiet 01 | Svay Romiet 01 | 0718044433 | KAN | Kandal | Kandal | Agent
KANA045,Svay Romiet 02,KAN - Kandal,Agent,In effect,KANA045,Svay Romiet 02,KAN,Agent,KANA045 | Svay Romiet 02 | Svay Romiet 02 | 068401902 | KAN | Kandal | Kandal | Agent
KANA046,Prek Krabao Ti 2,KAN - Kandal,Agent,In effect,KANA046,Prek Krabao Ti 2,KAN,Agent,KANA046 | Prek Krabao Ti 2 | Prek Krabao Ti 2 | 066666017 | KAN | Kandal | Kandal | Agent
KANA049,Roka,KAN - Kandal,Agent,In effect,KANA049,Roka,KAN,Agent,KANA049 | Roka | Roka | 0885777469 | KAN | Kandal | Kandal | Agent
KANA066,Wat Prek Ampil,KAN - Kandal,Agent,In effect,KANA066,Wat Prek Ampil,KAN,Agent,KANA066 | Wat Prek Ampil | Wat Prek Ampil | 010274262 | KAN | Kandal | Kandal | Agent
KANP001,Ta Khmau,KAN - Kandal,Post Office,In effect,KANP001,Ta Khmau,KAN,Post Office,KANP001 | Ta Khmau | Ta Khmau | 0716646043 | KAN | Kandal | Kandal | Post Office
KANS001,Ta Khmao,KAN - Kandal,Showroom,In effect,KANS001,Ta Khmao,KAN,Showroom,KANS001 | Ta Khmao | Ta Khmao | KAN | Kandal | Kandal | Showroom
KANS002,Kokir,KAN - Kandal,Showroom,In effect,KANS002,Kokir,KAN,Showroom,KANS002 | Kokir | Kokir | KAN | Kandal | Kandal | Showroom
KANS003,Preaek Thmei,KAN - Kandal,Showroom,In effect,KANS003,Preaek Thmei,KAN,Showroom,KANS003 | Preaek Thmei | Preaek Thmei | KAN | Kandal | Kandal | Showroom
KANS004,Preaek Anhchanh,KAN - Kandal,Showroom,In effect,KANS004,Preaek Anhchanh,KAN,Showroom,KANS004 | Preaek Anhchanh | Preaek Anhchanh | KAN | Kandal | Kandal | Showroom
KANS005,Baek Chan,KAN - Kandal,Showroom,In effect,KANS005,Baek Chan,KAN,Showroom,KANS005 | Baek Chan | Baek Chan | KAN | Kandal | Kandal | Showroom
KEPA001,Ou Krasar,KEP - Kep,Agent,In effect,KEPA001,Ou Krasar,KEP,Agent,KEPA001 | Ou Krasar | Ou Krasar | 0889126653 | KEP | Kep | Kep | Agent
KEPA002,Damnak Chang Aeur,KEP - Kep,Agent,In effect,KEPA002,Damnak Chang Aeur,KEP,Agent,KEPA002 | Damnak Chang Aeur | Damnak Chang Aeur | 067872737 | KEP | Kep | Kep | Agent
DVCZ5,Vehicle Team Z5,KOH - Koh Kong,Post Office,In effect,DVCZ5,Vehicle Team Z5,KOH,Post Office,DVCZ5 | Vehicle Team Z5 | Vehicle Team Z5 | KOH | Koh Kong | Koh Kong | Post Office
KOHA001,Dang Tung,KOH - Koh Kong,Agent,In effect,KOHA001,Dang Tung,KOH,Agent,KOHA001 | Dang Tung | Dang Tung | 0973415168 | KOH | Koh Kong | Koh Kong | Agent
KOHA002,Trapeang Rung,KOH - Koh Kong,Agent,In effect,KOHA002,Trapeang Rung,KOH,Agent,KOHA002 | Trapeang Rung | Trapeang Rung | 068645654 | KOH | Koh Kong | Koh Kong | Agent
KOHA003,Andoung Tuek,KOH - Koh Kong,Agent,In effect,KOHA003,Andoung Tuek,KOH,Agent,KOHA003 | Andoung Tuek | Andoung Tuek | 068848687 | KOH | Koh Kong | Koh Kong | Agent
KOHA004,Dang Tung 02,KOH - Koh Kong,Agent,In effect,KOHA004,Dang Tung 02,KOH,Agent,KOHA004 | Dang Tung 02 | Dang Tung 02 | 0718099992 | KOH | Koh Kong | Koh Kong | Agent
KOHA005,Srae Ambel,KOH - Koh Kong,Agent,In effect,KOHA005,Srae Ambel,KOH,Agent,KOHA005 | Srae Ambel | Srae Ambel | 0716668661 | KOH | Koh Kong | Koh Kong | Agent
KOHA006,Srae Ambel,KOH - Koh Kong,Agent,In effect,KOHA006,Srae Ambel,KOH,Agent,KOHA006 | Srae Ambel | Srae Ambel | 0975375352 | KOH | Koh Kong | Koh Kong | Agent
KOHA007,Phnhi Meas,KOH - Koh Kong,Agent,In effect,KOHA007,Phnhi Meas,KOH,Agent,KOHA007 | Phnhi Meas | Phnhi Meas | 0312226422 | KOH | Koh Kong | Koh Kong | Agent
KOHA008,Pak Khlang,KOH - Koh Kong,Agent,In effect,KOHA008,Pak Khlang,KOH,Agent,KOHA008 | Pak Khlang | Pak Khlang | 0717330666 | KOH | Koh Kong | Koh Kong | Agent
KOHA009,Ruessei Chrum,KOH - Koh Kong,Agent,In effect,KOHA009,Ruessei Chrum,KOH,Agent,KOHA009 | Ruessei Chrum | Ruessei Chrum | 0973440505 | KOH | Koh Kong | Koh Kong | Agent
KOHA010,Smach Mean Chey,KOH - Koh Kong,Agent,In effect,KOHA010,Smach Mean Chey,KOH,Agent,KOHA010 | Smach Mean Chey | Smach Mean Chey | 0715443366 | KOH | Koh Kong | Koh Kong | Agent
KOHA011,Kong deab,KOH - Koh Kong,Agent,In effect,KOHA011,Kong deab,KOH,Agent,KOHA011 | Kong deab | Kong deab | 068845698 | KOH | Koh Kong | Koh Kong | Agent
KOHA012,Cham Yeam,KOH - Koh Kong,Agent,In effect,KOHA012,Cham Yeam,KOH,Agent,KOHA012 | Cham Yeam | Cham Yeam | 0319993899 | KOH | Koh Kong | Koh Kong | Agent
KOHP001,Khemmeakrakphumin,KOH - Koh Kong,Post Office,In effect,KOHP001,Khemmeakrakphumin,KOH,Post Office,KOHP001 | Khemmeakrakphumin | Khemmeakrakphumin | 0975942942 | KOH | Koh Kong | Koh Kong | Post Office
KOHS001,Smach Mean Chey,KOH - Koh Kong,Showroom,In effect,KOHS001,Smach Mean Chey,KOH,Showroom,KOHS001 | Smach Mean Chey | Smach Mean Chey | 0972920124 | KOH | Koh Kong | Koh Kong | Showroom
HUBKRA01,Hub vùng HUBKRA01,KRA - Kratie,Agent,Out of effect,HUBKRA01,Hub vùng HUBKRA01,KRA,Agent,HUBKRA01 | Hub vùng HUBKRA01 | Hub vùng HUBKRA01 | KRA | Kratie | Kratie | Agent
HZ5P01,Head office Z5,KRA - Kratie,Post Office,In effect,HZ5P01,Head office Z5,KRA,Post Office,HZ5P01 | Head office Z5 | Head office Z5 | KRA | Kratie | Kratie | Post Office
KRAA001,Sambok,KRA - Kratie,Agent,In effect,KRAA001,Sambok,KRA,Agent,KRAA001 | Sambok | Sambok | 0972626765 | KRA | Kratie | Kratie | Agent
KRAA003,Chhloung,KRA - Kratie,Agent,In effect,KRAA003,Chhloung,KRA,Agent,KRAA003 | Chhloung | Chhloung | 0976111877 | KRA | Kratie | Kratie | Agent
KRAA004,Kbal Damrei,KRA - Kratie,Agent,In effect,KRAA004,Kbal Damrei,KRA,Agent,KRAA004 | Kbal Damrei | Kbal Damrei | 0882720200 | KRA | Kratie | Kratie | Agent
KRAA005,Svay Chreah,KRA - Kratie,Agent,In effect,KRAA005,Svay Chreah,KRA,Agent,KRAA005 | Svay Chreah | Svay Chreah | 090440206 | KRA | Kratie | Kratie | Agent
KRAA006,Kranhung Saen Chey,KRA - Kratie,Agent,In effect,KRAA006,Kranhung Saen Chey,KRA,Agent,KRAA006 | Kranhung Saen Chey | Kranhung Saen Chey | 0884939990 | KRA | Kratie | Kratie | Agent
KRAA007,Ou Krieng,KRA - Kratie,Agent,In effect,KRAA007,Ou Krieng,KRA,Agent,KRAA007 | Ou Krieng | Ou Krieng | 068636161 | KRA | Kratie | Kratie | Agent
KRAA008,Sambour,KRA - Kratie,Agent,In effect,KRAA008,Sambour,KRA,Agent,KRAA008 | Sambour | Sambour | 0886676766 | KRA | Kratie | Kratie | Agent
KRAA009,Sandan,KRA - Kratie,Agent,In effect,KRAA009,Sandan,KRA,Agent,KRAA009 | Sandan | Sandan | 0314946555 | KRA | Kratie | Kratie | Agent
KRAA010,Chambak,KRA - Kratie,Agent,In effect,KRAA010,Chambak,KRA,Agent,KRAA010 | Chambak | Chambak | 0882220686 | KRA | Kratie | Kratie | Agent
KRAA012,Kanhchor,KRA - Kratie,Agent,In effect,KRAA012,Kanhchor,KRA,Agent,KRAA012 | Kanhchor | Kanhchor | 068522577 | KRA | Kratie | Kratie | Agent
KRAP001,Kracheh,KRA - Kratie,Post Office,In effect,KRAP001,Kracheh,KRA,Post Office,KRAP001 | Kracheh | Kracheh | 0979171178 | KRA | Kratie | Kratie | Post Office
KRAS001,Kracheh,KRA - Kratie,Showroom,In effect,KRAS001,Kracheh,KRA,Showroom,KRAS001 | Kracheh | Kracheh | 0719997744 | KRA | Kratie | Kratie | Showroom
